CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL,TYPE
105,2014,2,Rio Grande,66,63,128,Estimate
105,2014,3,Rio Grande,75,72,147,Estimate
105,2014,4,Rio Grande,85,84,169,Estimate
107,2014,0,Routt,110,106,216,Estimate
107,2014,1,Routt,110,106,217,Estimate
107,2014,2,Routt,120,115,235,Estimate
107,2014,3,Routt,127,122,248,Estimate
107,2014,4,Routt,129,135,264,Estimate
109,2014,0,Saguache,28,27,55,Estimate
109,2014,1,Saguache,37,35,72,Estimate
109,2014,2,Saguache,39,38,77,Estimate
109,2014,3,Saguache,38,36,74,Estimate
109,2014,4,Saguache,32,42,74,Estimate
111,2014,0,San Juan,4,3,7,Estimate
111,2014,1,San Juan,1,1,1,Estimate
111,2014,2,San Juan,2,2,4,Estimate
111,2014,3,San Juan,4,4,8,Estimate
111,2014,4,San Juan,5,3,8,Estimate
113,2014,0,San Miguel,37,35,72,Estimate
113,2014,1,San Miguel,37,36,73,Estimate
113,2014,2,San Miguel,41,39,80,Estimate
113,2014,3,San Miguel,44,42,86,Estimate
113,2014,4,San Miguel,44,38,82,Estimate
115,2014,0,Sedgwick,13,13,26,Estimate
115,2014,1,Sedgwick,14,13,27,Estimate
115,2014,2,Sedgwick,11,11,22,Estimate
115,2014,3,Sedgwick,15,15,30,Estimate
115,2014,4,Sedgwick,12,13,24,Estimate
117,2014,0,Summit,136,130,267,Estimate
117,2014,1,Summit,120,115,235,Estimate
117,2014,2,Summit,143,136,279,Estimate
117,2014,3,Summit,134,128,263,Estimate
117,2014,4,Summit,113,117,230,Estimate
119,2014,0,Teller,99,95,194,Estimate
119,2014,1,Teller,86,82,168,Estimate
119,2014,2,Teller,84,80,164,Estimate
119,2014,3,Teller,117,113,230,Estimate
119,2014,4,Teller,105,110,215,Estimate
121,2014,0,Washington,24,23,48,Estimate
121,2014,1,Washington,19,18,37,Estimate
121,2014,2,Washington,22,21,43,Estimate
121,2014,3,Washington,22,21,43,Estimate
121,2014,4,Washington,32,26,58,Estimate
123,2014,0,Weld,2048,1960,4008,Estimate
123,2014,1,Weld,1994,1912,3907,Estimate
123,2014,2,Weld,2007,1927,3935,Estimate
123,2014,3,Weld,2006,1929,3935,Estimate
123,2014,4,Weld,2016,2011,4027,Estimate
125,2014,0,Yuma,74,70,144,Estimate
125,2014,1,Yuma,73,70,143,Estimate
125,2014,2,Yuma,82,78,160,Estimate
125,2014,3,Yuma,82,78,160,Estimate
125,2014,4,Yuma,57,74,131,Estimate
1,2015,0,Adams,3800,3648,7447,Estimate
1,2015,1,Adams,3642,3488,7129,Estimate
1,2015,2,Adams,3721,3560,7281,Estimate
1,2015,3,Adams,3604,3453,7057,Estimate
1,2015,4,Adams,3771,3617,7388,Estimate
3,2015,0,Alamosa,111,106,217,Estimate
3,2015,1,Alamosa,123,118,240,Estimate
3,2015,2,Alamosa,115,110,225,Estimate
3,2015,3,Alamosa,107,103,210,Estimate
3,2015,4,Alamosa,122,117,239,Estimate
5,2015,0,Arapahoe,4227,4053,8280,Estimate
5,2015,1,Arapahoe,4143,3966,8108,Estimate
5,2015,2,Arapahoe,4151,3973,8123,Estimate
5,2015,3,Arapahoe,4151,3976,8127,Estimate
5,2015,4,Arapahoe,4167,3997,8164,Estimate
7,2015,0,Archuleta,61,58,120,Estimate
7,2015,1,Archuleta,57,54,111,Estimate
7,2015,2,Archuleta,56,53,109,Estimate
7,2015,3,Archuleta,62,59,121,Estimate
7,2015,4,Archuleta,73,69,142,Estimate
9,2015,0,Baca,17,16,32,Estimate
9,2015,1,Baca,19,18,37,Estimate
9,2015,2,Baca,24,23,47,Estimate
9,2015,3,Baca,27,25,52,Estimate
9,2015,4,Baca,21,20,41,Estimate
11,2015,0,Bent,22,21,44,Estimate
11,2015,1,Bent,18,17,35,Estimate
11,2015,2,Bent,21,20,42,Estimate
11,2015,3,Bent,28,27,55,Estimate
11,2015,4,Bent,23,22,45,Estimate
13,2015,0,Boulder,1480,1416,2896,Estimate
13,2015,1,Boulder,1527,1461,2989,Estimate
13,2015,2,Boulder,1554,1486,3040,Estimate
13,2015,3,Boulder,1566,1500,3065,Estimate
13,2015,4,Boulder,1611,1544,3155,Estimate
14,2015,0,Broomfield,361,345,706,Estimate
14,2015,1,Broomfield,381,366,747,Estimate
14,2015,2,Broomfield,378,363,741,Estimate
14,2015,3,Broomfield,379,364,743,Estimate
14,2015,4,Broomfield,389,374,763,Estimate
15,2015,0,Chaffee,73,69,142,Estimate
15,2015,1,Chaffee,77,73,150,Estimate
15,2015,2,Chaffee,62,60,122,Estimate
15,2015,3,Chaffee,85,82,167,Estimate
15,2015,4,Chaffee,85,82,167,Estimate
17,2015,0,Cheyenne,15,14,29,Estimate
17,2015,1,Cheyenne,13,13,26,Estimate
17,2015,2,Cheyenne,14,13,27,Estimate
17,2015,3,Cheyenne,19,18,37,Estimate
17,2015,4,Cheyenne,11,11,22,Estimate
19,2015,0,Clear Creek,33,32,65,Estimate
19,2015,1,Clear Creek,44,42,85,Estimate
19,2015,2,Clear Creek,39,37,76,Estimate
19,2015,3,Clear Creek,36,35,71,Estimate
19,2015,4,Clear Creek,40,38,78,Estimate
21,2015,0,Conejos,58,56,114,Estimate
21,2015,1,Conejos,61,59,120,Estimate
21,2015,2,Conejos,55,53,108,Estimate
21,2015,3,Conejos,63,61,124,Estimate
21,2015,4,Conejos,53,51,103,Estimate
23,2015,0,Costilla,15,14,30,Estimate
23,2015,1,Costilla,15,14,29,Estimate
23,2015,2,Costilla,15,15,30,Estimate
23,2015,3,Costilla,15,15,30,Estimate
23,2015,4,Costilla,21,20,40,Estimate
25,2015,0,Crowley,21,20,41,Estimate
25,2015,1,Crowley,16,15,32,Estimate
25,2015,2,Crowley,20,20,40,Estimate
25,2015,3,Crowley,18,17,35,Estimate
25,2015,4,Crowley,15,14,30,Estimate
27,2015,0,Custer,14,13,27,Estimate
27,2015,1,Custer,12,12,24,Estimate
27,2015,2,Custer,12,12,24,Estimate
27,2015,3,Custer,15,15,30,Estimate
27,2015,4,Custer,13,13,26,Estimate
29,2015,0,Delta,136,130,266,Estimate
29,2015,1,Delta,142,136,277,Estimate
29,2015,2,Delta,152,145,297,Estimate
29,2015,3,Delta,158,152,310,Estimate
29,2015,4,Delta,158,151,309,Estimate
31,2015,0,Denver,4886,4679,9564,Estimate
31,2015,1,Denver,4710,4508,9218,Estimate
31,2015,2,Denver,4527,4332,8858,Estimate
31,2015,3,Denver,4341,4156,8497,Estimate
31,2015,4,Denver,4395,4210,8605,Estimate
33,2015,0,Dolores,10,9,19,Estimate
33,2015,1,Dolores,8,7,15,Estimate
33,2015,2,Dolores,9,8,17,Estimate
33,2015,3,Dolores,12,12,24,Estimate
33,2015,4,Dolores,9,9,18,Estimate
35,2015,0,Douglas,1756,1678,3434,Estimate
35,2015,1,Douglas,1861,1781,3641,Estimate
35,2015,2,Douglas,1830,1753,3583,Estimate
35,2015,3,Douglas,1873,1794,3666,Estimate
35,2015,4,Douglas,1930,1848,3778,Estimate
37,2015,0,Eagle,324,310,634,Estimate
37,2015,1,Eagle,328,314,642,Estimate
37,2015,2,Eagle,298,286,585,Estimate
37,2015,3,Eagle,335,322,657,Estimate
37,2015,4,Eagle,308,297,605,Estimate
39,2015,0,Elbert,112,107,219,Estimate
39,2015,1,Elbert,101,97,198,Estimate
39,2015,2,Elbert,93,90,183,Estimate
39,2015,3,Elbert,103,99,203,Estimate
39,2015,4,Elbert,107,102,209,Estimate
41,2015,0,El Paso,4840,4624,9464,Estimate
41,2015,1,El Paso,4686,4482,9169,Estimate
41,2015,2,El Paso,4647,4446,9093,Estimate
41,2015,3,El Paso,4689,4486,9175,Estimate
41,2015,4,El Paso,4750,4545,9295,Estimate
43,2015,0,Fremont,198,189,387,Estimate
43,2015,1,Fremont,197,189,386,Estimate
43,2015,2,Fremont,174,167,341,Estimate
43,2015,3,Fremont,200,192,392,Estimate
43,2015,4,Fremont,200,192,392,Estimate
45,2015,0,Garfield,390,373,763,Estimate
45,2015,1,Garfield,387,370,757,Estimate
45,2015,2,Garfield,406,388,794,Estimate
45,2015,3,Garfield,388,371,758,Estimate
45,2015,4,Garfield,416,398,814,Estimate
47,2015,0,Gilpin,21,20,41,Estimate
47,2015,1,Gilpin,22,22,44,Estimate
47,2015,2,Gilpin,28,27,54,Estimate
47,2015,3,Gilpin,23,22,46,Estimate
47,2015,4,Gilpin,28,27,54,Estimate
49,2015,0,Grand,59,57,116,Estimate
49,2015,1,Grand,66,63,130,Estimate
49,2015,2,Grand,64,61,126,Estimate
49,2015,3,Grand,60,58,118,Estimate
49,2015,4,Grand,57,55,113,Estimate
51,2015,0,Gunnison,73,70,143,Estimate
51,2015,1,Gunnison,74,70,144,Estimate
51,2015,2,Gunnison,82,78,160,Estimate
51,2015,3,Gunnison,90,86,175,Estimate
51,2015,4,Gunnison,84,81,165,Estimate
53,2015,0,Hinsdale,4,3,7,Estimate
53,2015,1,Hinsdale,3,3,6,Estimate
53,2015,2,Hinsdale,5,5,9,Estimate
53,2015,3,Hinsdale,3,3,6,Estimate
53,2015,4,Hinsdale,2,2,5,Estimate
55,2015,0,Huerfano,29,28,56,Estimate
55,2015,1,Huerfano,22,21,42,Estimate
55,2015,2,Huerfano,26,25,51,Estimate
55,2015,3,Huerfano,32,30,62,Estimate
55,2015,4,Huerfano,25,24,48,Estimate
57,2015,0,Jackson,6,6,12,Estimate
57,2015,1,Jackson,9,8,17,Estimate
57,2015,2,Jackson,3,3,7,Estimate
57,2015,3,Jackson,5,5,10,Estimate
57,2015,4,Jackson,6,6,13,Estimate
59,2015,0,Jefferson,3003,2873,5877,Estimate
59,2015,1,Jefferson,3065,2934,5999,Estimate
59,2015,2,Jefferson,2983,2859,5843,Estimate
59,2015,3,Jefferson,3003,2881,5884,Estimate
59,2015,4,Jefferson,3031,2910,5940,Estimate
61,2015,0,Kiowa,7,7,14,Estimate
61,2015,1,Kiowa,10,9,19,Estimate
61,2015,2,Kiowa,8,7,15,Estimate
61,2015,3,Kiowa,4,4,8,Estimate
61,2015,4,Kiowa,11,10,21,Estimate
63,2015,0,Kit Carson,61,58,119,Estimate
63,2015,1,Kit Carson,48,45,93,Estimate
63,2015,2,Kit Carson,43,42,85,Estimate
63,2015,3,Kit Carson,48,46,94,Estimate
63,2015,4,Kit Carson,53,51,104,Estimate
65,2015,0,Lake,45,43,88,Estimate
65,2015,1,Lake,42,40,83,Estimate
65,2015,2,Lake,42,41,83,Estimate
65,2015,3,Lake,38,37,75,Estimate
65,2015,4,Lake,54,52,106,Estimate
67,2015,0,La Plata,298,285,583,Estimate
67,2015,1,La Plata,284,271,555,Estimate
67,2015,2,La Plata,257,245,502,Estimate
67,2015,3,La Plata,281,268,549,Estimate
67,2015,4,La Plata,287,274,561,Estimate
69,2015,0,Larimer,1828,1749,3577,Estimate
69,2015,1,Larimer,1896,1817,3713,Estimate
69,2015,2,Larimer,1877,1800,3677,Estimate
69,2015,3,Larimer,1933,1856,3788,Estimate
69,2015,4,Larimer,1919,1844,3764,Estimate
71,2015,0,Las Animas,65,62,127,Estimate
71,2015,1,Las Animas,61,58,119,Estimate
71,2015,2,Las Animas,72,69,141,Estimate
71,2015,3,Las Animas,73,70,144,Estimate
71,2015,4,Las Animas,73,70,142,Estimate
73,2015,0,Lincoln,36,34,70,Estimate
73,2015,1,Lincoln,26,25,52,Estimate
73,2015,2,Lincoln,38,36,75,Estimate
73,2015,3,Lincoln,27,26,54,Estimate
73,2015,4,Lincoln,34,33,67,Estimate
75,2015,0,Logan,111,106,217,Estimate
75,2015,1,Logan,122,116,238,Estimate
75,2015,2,Logan,125,119,244,Estimate
75,2015,3,Logan,108,103,211,Estimate
75,2015,4,Logan,101,98,199,Estimate
77,2015,0,Mesa,936,894,1830,Estimate
77,2015,1,Mesa,893,854,1747,Estimate
77,2015,2,Mesa,936,895,1831,Estimate
77,2015,3,Mesa,913,873,1786,Estimate
77,2015,4,Mesa,960,918,1878,Estimate
79,2015,0,Mineral,3,3,7,Estimate
79,2015,1,Mineral,3,3,5,Estimate
79,2015,2,Mineral,2,2,5,Estimate
79,2015,3,Mineral,3,3,7,Estimate
79,2015,4,Mineral,3,3,6,Estimate
81,2015,0,Moffat,99,94,193,Estimate
81,2015,1,Moffat,88,84,172,Estimate
81,2015,2,Moffat,94,90,185,Estimate
81,2015,3,Moffat,80,77,157,Estimate
81,2015,4,Moffat,89,85,173,Estimate
83,2015,0,Montezuma,170,162,332,Estimate
83,2015,1,Montezuma,167,160,327,Estimate
83,2015,2,Montezuma,152,146,298,Estimate
83,2015,3,Montezuma,153,147,300,Estimate
83,2015,4,Montezuma,160,154,314,Estimate
85,2015,0,Montrose,233,223,456,Estimate
85,2015,1,Montrose,246,235,481,Estimate
85,2015,2,Montrose,232,222,453,Estimate
85,2015,3,Montrose,203,194,398,Estimate
85,2015,4,Montrose,247,236,483,Estimate
87,2015,0,Morgan,231,221,452,Estimate
87,2015,1,Morgan,216,206,422,Estimate
87,2015,2,Morgan,206,197,403,Estimate
87,2015,3,Morgan,208,199,407,Estimate
87,2015,4,Morgan,226,217,443,Estimate
89,2015,0,Otero,99,95,194,Estimate
89,2015,1,Otero,111,106,217,Estimate
89,2015,2,Otero,98,93,192,Estimate
89,2015,3,Otero,140,134,273,Estimate
89,2015,4,Otero,128,123,252,Estimate
91,2015,0,Ouray,11,11,22,Estimate
91,2015,1,Ouray,19,18,36,Estimate
91,2015,2,Ouray,18,17,35,Estimate
91,2015,3,Ouray,19,18,37,Estimate
91,2015,4,Ouray,17,16,33,Estimate
93,2015,0,Park,62,59,121,Estimate
93,2015,1,Park,54,52,105,Estimate
93,2015,2,Park,56,54,110,Estimate
93,2015,3,Park,63,60,123,Estimate
93,2015,4,Park,67,65,132,Estimate
95,2015,0,Phillips,29,28,56,Estimate
95,2015,1,Phillips,33,32,65,Estimate
95,2015,2,Phillips,21,20,41,Estimate
95,2015,3,Phillips,29,27,56,Estimate
95,2015,4,Phillips,26,25,51,Estimate
97,2015,0,Pitkin,66,63,129,Estimate
97,2015,1,Pitkin,68,65,133,Estimate
97,2015,2,Pitkin,63,60,124,Estimate
97,2015,3,Pitkin,65,62,127,Estimate
97,2015,4,Pitkin,87,83,169,Estimate
99,2015,0,Prowers,84,80,164,Estimate
99,2015,1,Prowers,72,69,142,Estimate
99,2015,2,Prowers,83,80,163,Estimate
99,2015,3,Prowers,93,89,182,Estimate
99,2015,4,Prowers,72,69,141,Estimate
101,2015,0,Pueblo,963,921,1885,Estimate
101,2015,1,Pueblo,976,934,1910,Estimate
101,2015,2,Pueblo,935,895,1830,Estimate
101,2015,3,Pueblo,944,904,1848,Estimate
101,2015,4,Pueblo,934,895,1829,Estimate
103,2015,0,Rio Blanco,42,40,82,Estimate
103,2015,1,Rio Blanco,35,34,69,Estimate
103,2015,2,Rio Blanco,40,39,79,Estimate
103,2015,3,Rio Blanco,37,35,72,Estimate
103,2015,4,Rio Blanco,54,52,106,Estimate
105,2015,0,Rio Grande,65,62,127,Estimate
105,2015,1,Rio Grande,75,72,146,Estimate
105,2015,2,Rio Grande,75,72,146,Estimate
105,2015,3,Rio Grande,66,63,128,Estimate
105,2015,4,Rio Grande,75,72,147,Estimate
107,2015,0,Routt,113,108,221,Estimate
107,2015,1,Routt,114,109,223,Estimate
107,2015,2,Routt,114,110,224,Estimate
107,2015,3,Routt,124,119,243,Estimate
107,2015,4,Routt,131,126,256,Estimate
109,2015,0,Saguache,40,39,79,Estimate
109,2015,1,Saguache,29,27,56,Estimate
109,2015,2,Saguache,37,36,73,Estimate
109,2015,3,Saguache,40,38,78,Estimate
109,2015,4,Saguache,38,37,75,Estimate
111,2015,0,San Juan,3,3,6,Estimate
111,2015,1,San Juan,4,3,7,Estimate
111,2015,2,San Juan,1,1,2,Estimate
111,2015,3,San Juan,2,2,4,Estimate
111,2015,4,San Juan,4,4,8,Estimate
113,2015,0,San Miguel,36,35,71,Estimate
113,2015,1,San Miguel,38,37,75,Estimate
113,2015,2,San Miguel,39,37,76,Estimate
113,2015,3,San Miguel,42,41,83,Estimate
113,2015,4,San Miguel,45,44,89,Estimate
115,2015,0,Sedgwick,13,12,25,Estimate
115,2015,1,Sedgwick,14,13,27,Estimate
115,2015,2,Sedgwick,14,14,28,Estimate
115,2015,3,Sedgwick,12,11,23,Estimate
115,2015,4,Sedgwick,16,15,32,Estimate
117,2015,0,Summit,138,132,269,Estimate
117,2015,1,Summit,132,127,259,Estimate
117,2015,2,Summit,117,112,228,Estimate
117,2015,3,Summit,139,133,272,Estimate
117,2015,4,Summit,131,125,256,Estimate
119,2015,0,Teller,97,93,190,Estimate
119,2015,1,Teller,100,96,196,Estimate
119,2015,2,Teller,88,85,173,Estimate
119,2015,3,Teller,86,83,169,Estimate
119,2015,4,Teller,119,115,234,Estimate
121,2015,0,Washington,25,24,49,Estimate
121,2015,1,Washington,25,24,49,Estimate
121,2015,2,Washington,20,19,39,Estimate
121,2015,3,Washington,23,22,44,Estimate
121,2015,4,Washington,23,22,45,Estimate
123,2015,0,Weld,2136,2044,4180,Estimate
123,2015,1,Weld,2090,2004,4093,Estimate
123,2015,2,Weld,2047,1966,4014,Estimate
123,2015,3,Weld,2063,1984,4047,Estimate
123,2015,4,Weld,2064,1987,4051,Estimate
125,2015,0,Yuma,72,69,141,Estimate
125,2015,1,Yuma,73,70,142,Estimate
125,2015,2,Yuma,73,70,142,Estimate
125,2015,3,Yuma,81,78,159,Estimate
125,2015,4,Yuma,81,78,159,Estimate
1,2016,0,Adams,3675,3529,7204,Estimate
1,2016,1,Adams,3777,3617,7394,Estimate
1,2016,2,Adams,3632,3475,7107,Estimate
1,2016,3,Adams,3706,3551,7257,Estimate
1,2016,4,Adams,3585,3439,7024,Estimate
3,2016,0,Alamosa,103,99,202,Estimate
3,2016,1,Alamosa,111,107,218,Estimate
3,2016,2,Alamosa,124,119,243,Estimate
3,2016,3,Alamosa,116,112,228,Estimate
3,2016,4,Alamosa,109,104,213,Estimate
5,2016,0,Arapahoe,4187,4014,8201,Estimate
5,2016,1,Arapahoe,4250,4068,8318,Estimate
5,2016,2,Arapahoe,4177,3997,8174,Estimate
5,2016,3,Arapahoe,4183,4007,8190,Estimate
5,2016,4,Arapahoe,4178,4007,8186,Estimate
7,2016,0,Archuleta,62,59,120,Estimate
7,2016,1,Archuleta,63,60,123,Estimate
7,2016,2,Archuleta,59,56,115,Estimate
7,2016,3,Archuleta,58,55,113,Estimate
7,2016,4,Archuleta,64,62,126,Estimate
9,2016,0,Baca,19,19,38,Estimate
9,2016,1,Baca,17,16,32,Estimate
9,2016,2,Baca,19,18,37,Estimate
9,2016,3,Baca,24,23,47,Estimate
9,2016,4,Baca,27,25,52,Estimate
11,2016,0,Bent,17,17,34,Estimate
11,2016,1,Bent,22,21,43,Estimate
11,2016,2,Bent,18,17,35,Estimate
11,2016,3,Bent,21,20,42,Estimate
11,2016,4,Bent,27,26,54,Estimate
13,2016,0,Boulder,1458,1395,2854,Estimate
13,2016,1,Boulder,1483,1418,2901,Estimate
13,2016,2,Boulder,1540,1473,3014,Estimate
13,2016,3,Boulder,1568,1502,3070,Estimate
13,2016,4,Boulder,1583,1517,3100,Estimate
14,2016,0,Broomfield,384,368,752,Estimate
14,2016,1,Broomfield,368,353,720,Estimate
14,2016,2,Broomfield,389,374,763,Estimate
14,2016,3,Broomfield,386,371,758,Estimate
14,2016,4,Broomfield,387,373,760,Estimate
15,2016,0,Chaffee,73,70,143,Estimate
15,2016,1,Chaffee,77,74,150,Estimate
15,2016,2,Chaffee,81,78,159,Estimate
15,2016,3,Chaffee,67,64,131,Estimate
15,2016,4,Chaffee,90,87,177,Estimate
17,2016,0,Cheyenne,13,13,26,Estimate
17,2016,1,Cheyenne,15,14,29,Estimate
17,2016,2,Cheyenne,14,13,27,Estimate
17,2016,3,Cheyenne,14,13,27,Estimate
17,2016,4,Cheyenne,19,18,38,Estimate
19,2016,0,Clear Creek,39,38,77,Estimate
19,2016,1,Clear Creek,34,33,67,Estimate
19,2016,2,Clear Creek,45,43,88,Estimate
19,2016,3,Clear Creek,40,39,79,Estimate
19,2016,4,Clear Creek,38,36,74,Estimate
21,2016,0,Conejos,49,47,96,Estimate
21,2016,1,Conejos,58,56,114,Estimate
21,2016,2,Conejos,61,59,120,Estimate
21,2016,3,Conejos,55,53,108,Estimate
21,2016,4,Conejos,63,61,124,Estimate
23,2016,0,Costilla,16,16,32,Estimate
23,2016,1,Costilla,16,15,32,Estimate
23,2016,2,Costilla,16,15,31,Estimate
23,2016,3,Costilla,16,16,32,Estimate
23,2016,4,Costilla,17,16,32,Estimate
25,2016,0,Crowley,12,12,24,Estimate
25,2016,1,Crowley,19,18,36,Estimate
25,2016,2,Crowley,14,14,28,Estimate
25,2016,3,Crowley,18,17,35,Estimate
25,2016,4,Crowley,16,15,31,Estimate
27,2016,0,Custer,10,10,20,Estimate
27,2016,1,Custer,15,15,30,Estimate
27,2016,2,Custer,14,13,27,Estimate
27,2016,3,Custer,14,13,27,Estimate
27,2016,4,Custer,17,16,33,Estimate
29,2016,0,Delta,146,140,286,Estimate
29,2016,1,Delta,138,132,270,Estimate
29,2016,2,Delta,144,138,283,Estimate
29,2016,3,Delta,155,148,304,Estimate
29,2016,4,Delta,162,155,317,Estimate
31,2016,0,Denver,4874,4667,9540,Estimate
31,2016,1,Denver,4718,4516,9235,Estimate
31,2016,2,Denver,4559,4363,8922,Estimate
31,2016,3,Denver,4377,4191,8568,Estimate
31,2016,4,Denver,4189,4013,8202,Estimate
33,2016,0,Dolores,8,8,16,Estimate
33,2016,1,Dolores,10,10,20,Estimate
33,2016,2,Dolores,8,8,16,Estimate
33,2016,3,Dolores,9,9,19,Estimate
33,2016,4,Dolores,13,12,25,Estimate
35,2016,0,Douglas,1808,1728,3536,Estimate
35,2016,1,Douglas,1767,1692,3459,Estimate
35,2016,2,Douglas,1878,1798,3676,Estimate
35,2016,3,Douglas,1845,1768,3613,Estimate
35,2016,4,Douglas,1887,1809,3696,Estimate
37,2016,0,Eagle,336,321,657,Estimate
37,2016,1,Eagle,321,307,628,Estimate
37,2016,2,Eagle,325,312,637,Estimate
37,2016,3,Eagle,297,285,582,Estimate
37,2016,4,Eagle,332,319,651,Estimate
39,2016,0,Elbert,111,107,218,Estimate
39,2016,1,Elbert,120,115,235,Estimate
39,2016,2,Elbert,111,107,219,Estimate
39,2016,3,Elbert,103,100,203,Estimate
39,2016,4,Elbert,113,110,223,Estimate
41,2016,0,El Paso,4870,4653,9523,Estimate
41,2016,1,El Paso,4836,4625,9461,Estimate
41,2016,2,El Paso,4706,4502,9208,Estimate
41,2016,3,El Paso,4670,4468,9138,Estimate
41,2016,4,El Paso,4712,4509,9222,Estimate
43,2016,0,Fremont,200,191,390,Estimate
43,2016,1,Fremont,203,194,397,Estimate
43,2016,2,Fremont,204,196,399,Estimate
43,2016,3,Fremont,180,173,353,Estimate
43,2016,4,Fremont,206,198,405,Estimate
45,2016,0,Garfield,429,410,839,Estimate
45,2016,1,Garfield,388,371,760,Estimate
45,2016,2,Garfield,387,370,757,Estimate
45,2016,3,Garfield,406,388,793,Estimate
45,2016,4,Garfield,388,371,758,Estimate
47,2016,0,Gilpin,23,22,44,Estimate
47,2016,1,Gilpin,22,21,43,Estimate
47,2016,2,Gilpin,24,23,46,Estimate
47,2016,3,Gilpin,29,28,57,Estimate
47,2016,4,Gilpin,24,24,48,Estimate
49,2016,0,Grand,69,66,134,Estimate
49,2016,1,Grand,63,60,123,Estimate
49,2016,2,Grand,70,67,137,Estimate
49,2016,3,Grand,68,65,133,Estimate
49,2016,4,Grand,64,62,126,Estimate
51,2016,0,Gunnison,83,80,163,Estimate
51,2016,1,Gunnison,75,72,148,Estimate
51,2016,2,Gunnison,76,73,149,Estimate
51,2016,3,Gunnison,84,81,165,Estimate
51,2016,4,Gunnison,92,89,181,Estimate
53,2016,0,Hinsdale,1,1,2,Estimate
53,2016,1,Hinsdale,4,4,7,Estimate
53,2016,2,Hinsdale,3,3,6,Estimate
53,2016,3,Hinsdale,5,5,10,Estimate
53,2016,4,Hinsdale,3,3,6,Estimate
55,2016,0,Huerfano,24,23,47,Estimate
55,2016,1,Huerfano,30,29,59,Estimate
55,2016,2,Huerfano,23,22,45,Estimate
55,2016,3,Huerfano,28,27,55,Estimate
55,2016,4,Huerfano,33,32,65,Estimate
57,2016,0,Jackson,6,6,12,Estimate
57,2016,1,Jackson,6,6,12,Estimate
57,2016,2,Jackson,9,9,18,Estimate
57,2016,3,Jackson,4,3,7,Estimate
57,2016,4,Jackson,5,5,10,Estimate
59,2016,0,Jefferson,3039,2908,5947,Estimate
59,2016,1,Jefferson,3030,2901,5931,Estimate
59,2016,2,Jefferson,3125,2995,6120,Estimate
59,2016,3,Jefferson,3045,2921,5966,Estimate
59,2016,4,Jefferson,3064,2943,6006,Estimate
61,2016,0,Kiowa,10,10,20,Estimate
61,2016,1,Kiowa,7,7,14,Estimate
61,2016,2,Kiowa,10,9,19,Estimate
61,2016,3,Kiowa,8,7,15,Estimate
61,2016,4,Kiowa,4,4,8,Estimate
63,2016,0,Kit Carson,44,42,87,Estimate
63,2016,1,Kit Carson,56,53,109,Estimate
63,2016,2,Kit Carson,44,42,86,Estimate
63,2016,3,Kit Carson,40,38,79,Estimate
63,2016,4,Kit Carson,44,42,87,Estimate
65,2016,0,Lake,34,32,66,Estimate
65,2016,1,Lake,46,44,90,Estimate
65,2016,2,Lake,43,41,85,Estimate
65,2016,3,Lake,44,42,85,Estimate
65,2016,4,Lake,39,38,77,Estimate
67,2016,0,La Plata,289,276,565,Estimate
67,2016,1,La Plata,293,280,574,Estimate
67,2016,2,La Plata,280,268,548,Estimate
67,2016,3,La Plata,254,243,497,Estimate
67,2016,4,La Plata,278,265,543,Estimate
69,2016,0,Larimer,1815,1737,3552,Estimate
69,2016,1,Larimer,1864,1787,3651,Estimate
69,2016,2,Larimer,1941,1863,3805,Estimate
69,2016,3,Larimer,1925,1849,3774,Estimate
69,2016,4,Larimer,1981,1905,3886,Estimate
71,2016,0,Las Animas,68,65,133,Estimate
71,2016,1,Las Animas,66,63,129,Estimate
71,2016,2,Las Animas,62,59,121,Estimate
71,2016,3,Las Animas,73,70,144,Estimate
71,2016,4,Las Animas,75,72,147,Estimate
73,2016,0,Lincoln,27,26,53,Estimate
73,2016,1,Lincoln,36,34,70,Estimate
73,2016,2,Lincoln,27,26,52,Estimate
73,2016,3,Lincoln,38,37,75,Estimate
73,2016,4,Lincoln,28,27,55,Estimate
75,2016,0,Logan,113,107,220,Estimate
75,2016,1,Logan,109,104,213,Estimate
75,2016,2,Logan,120,115,234,Estimate
75,2016,3,Logan,123,118,241,Estimate
75,2016,4,Logan,107,103,209,Estimate
77,2016,0,Mesa,876,837,1714,Estimate
77,2016,1,Mesa,934,893,1827,Estimate
77,2016,2,Mesa,895,856,1751,Estimate
77,2016,3,Mesa,939,898,1837,Estimate
77,2016,4,Mesa,917,878,1795,Estimate
79,2016,0,Mineral,4,4,8,Estimate
79,2016,1,Mineral,3,3,7,Estimate
79,2016,2,Mineral,3,3,5,Estimate
79,2016,3,Mineral,2,2,5,Estimate
79,2016,4,Mineral,4,3,7,Estimate
81,2016,0,Moffat,94,90,184,Estimate
81,2016,1,Moffat,100,95,195,Estimate
81,2016,2,Moffat,90,86,175,Estimate
81,2016,3,Moffat,96,92,188,Estimate
81,2016,4,Moffat,82,78,160,Estimate
83,2016,0,Montezuma,154,148,302,Estimate
83,2016,1,Montezuma,171,164,335,Estimate
83,2016,2,Montezuma,169,162,332,Estimate
83,2016,3,Montezuma,155,149,304,Estimate
83,2016,4,Montezuma,156,150,306,Estimate
