CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL,TYPE
63,2018,3,Kit Carson,55,53,108,Forecast
63,2018,4,Kit Carson,44,42,85,Forecast
65,2018,0,Lake,44,42,85,Forecast
65,2018,1,Lake,45,43,89,Forecast
65,2018,2,Lake,35,33,68,Forecast
65,2018,3,Lake,47,45,93,Forecast
65,2018,4,Lake,45,43,88,Forecast
67,2018,0,La Plata,266,254,520,Forecast
67,2018,1,La Plata,251,240,490,Forecast
67,2018,2,La Plata,281,269,550,Forecast
67,2018,3,La Plata,287,274,561,Forecast
67,2018,4,La Plata,274,262,536,Forecast
69,2018,0,Larimer,1812,1734,3546,Forecast
69,2018,1,Larimer,1785,1711,3496,Forecast
69,2018,2,Larimer,1889,1813,3703,Forecast
69,2018,3,Larimer,1950,1874,3823,Forecast
69,2018,4,Larimer,2029,1952,3981,Forecast
71,2018,0,Las Animas,73,70,143,Forecast
71,2018,1,Las Animas,76,73,148,Forecast
71,2018,2,Las Animas,69,67,136,Forecast
71,2018,3,Las Animas,68,65,133,Forecast
71,2018,4,Las Animas,64,62,126,Forecast
73,2018,0,Lincoln,29,27,56,Forecast
73,2018,1,Lincoln,28,27,55,Forecast
73,2018,2,Lincoln,28,27,54,Forecast
73,2018,3,Lincoln,37,35,72,Forecast
73,2018,4,Lincoln,28,27,55,Forecast
75,2018,0,Logan,121,115,236,Forecast
75,2018,1,Logan,119,114,233,Forecast
75,2018,2,Logan,110,106,216,Forecast
75,2018,3,Logan,107,103,210,Forecast
75,2018,4,Logan,118,114,232,Forecast
77,2018,0,Mesa,800,764,1564,Forecast
77,2018,1,Mesa,845,808,1653,Forecast
77,2018,2,Mesa,874,836,1711,Forecast
77,2018,3,Mesa,937,896,1834,Forecast
77,2018,4,Mesa,901,862,1763,Forecast
79,2018,0,Mineral,4,4,8,Forecast
79,2018,1,Mineral,4,4,7,Forecast
79,2018,2,Mineral,4,4,8,Forecast
79,2018,3,Mineral,4,3,7,Forecast
79,2018,4,Mineral,3,3,6,Forecast
81,2018,0,Moffat,99,94,193,Forecast
81,2018,1,Moffat,90,87,177,Forecast
81,2018,2,Moffat,93,89,183,Forecast
81,2018,3,Moffat,99,95,195,Forecast
81,2018,4,Moffat,89,86,175,Forecast
83,2018,0,Montezuma,130,124,255,Forecast
83,2018,1,Montezuma,134,129,263,Forecast
83,2018,2,Montezuma,160,153,313,Forecast
83,2018,3,Montezuma,178,171,348,Forecast
83,2018,4,Montezuma,176,169,345,Forecast
85,2018,0,Montrose,216,207,423,Forecast
85,2018,1,Montrose,237,227,464,Forecast
85,2018,2,Montrose,215,206,421,Forecast
85,2018,3,Montrose,232,222,455,Forecast
85,2018,4,Montrose,248,237,485,Forecast
87,2018,0,Morgan,234,223,457,Forecast
87,2018,1,Morgan,205,196,400,Forecast
87,2018,2,Morgan,216,207,423,Forecast
87,2018,3,Morgan,229,219,448,Forecast
87,2018,4,Morgan,215,206,421,Forecast
89,2018,0,Otero,115,110,226,Forecast
89,2018,1,Otero,113,109,222,Forecast
89,2018,2,Otero,123,117,239,Forecast
89,2018,3,Otero,105,101,206,Forecast
89,2018,4,Otero,118,113,231,Forecast
91,2018,0,Ouray,20,19,39,Forecast
91,2018,1,Ouray,18,17,34,Forecast
91,2018,2,Ouray,21,20,41,Forecast
91,2018,3,Ouray,15,15,30,Forecast
91,2018,4,Ouray,22,21,44,Forecast
93,2018,0,Park,72,69,141,Forecast
93,2018,1,Park,66,63,129,Forecast
93,2018,2,Park,74,71,145,Forecast
93,2018,3,Park,76,73,149,Forecast
93,2018,4,Park,68,66,134,Forecast
95,2018,0,Phillips,35,34,69,Forecast
95,2018,1,Phillips,27,26,54,Forecast
95,2018,2,Phillips,35,33,68,Forecast
95,2018,3,Phillips,29,28,57,Forecast
95,2018,4,Phillips,33,32,65,Forecast
97,2018,0,Pitkin,78,75,153,Forecast
97,2018,1,Pitkin,80,77,157,Forecast
97,2018,2,Pitkin,71,68,140,Forecast
97,2018,3,Pitkin,62,59,121,Forecast
97,2018,4,Pitkin,64,61,125,Forecast
99,2018,0,Prowers,96,92,189,Forecast
99,2018,1,Prowers,83,79,162,Forecast
99,2018,2,Prowers,96,92,189,Forecast
99,2018,3,Prowers,86,82,168,Forecast
99,2018,4,Prowers,75,72,146,Forecast
101,2018,0,Pueblo,949,908,1857,Forecast
101,2018,1,Pueblo,917,878,1795,Forecast
101,2018,2,Pueblo,953,912,1865,Forecast
101,2018,3,Pueblo,969,927,1896,Forecast
101,2018,4,Pueblo,987,946,1933,Forecast
103,2018,0,Rio Blanco,39,37,75,Forecast
103,2018,1,Rio Blanco,34,33,67,Forecast
103,2018,2,Rio Blanco,38,36,74,Forecast
103,2018,3,Rio Blanco,41,40,81,Forecast
103,2018,4,Rio Blanco,35,34,69,Forecast
105,2018,0,Rio Grande,72,69,141,Forecast
105,2018,1,Rio Grande,61,59,120,Forecast
105,2018,2,Rio Grande,72,69,141,Forecast
105,2018,3,Rio Grande,66,63,130,Forecast
105,2018,4,Rio Grande,77,73,150,Forecast
107,2018,0,Routt,119,114,232,Forecast
107,2018,1,Routt,125,120,245,Forecast
107,2018,2,Routt,137,132,269,Forecast
107,2018,3,Routt,125,121,246,Forecast
107,2018,4,Routt,127,122,249,Forecast
109,2018,0,Saguache,43,41,84,Forecast
109,2018,1,Saguache,36,34,70,Forecast
109,2018,2,Saguache,43,41,84,Forecast
109,2018,3,Saguache,44,42,87,Forecast
109,2018,4,Saguache,32,31,63,Forecast
111,2018,0,San Juan,3,3,6,Forecast
111,2018,1,San Juan,3,3,6,Forecast
111,2018,2,San Juan,3,3,6,Forecast
111,2018,3,San Juan,3,3,6,Forecast
111,2018,4,San Juan,4,4,8,Forecast
113,2018,0,San Miguel,41,39,80,Forecast
113,2018,1,San Miguel,38,36,74,Forecast
113,2018,2,San Miguel,40,38,78,Forecast
113,2018,3,San Miguel,41,40,81,Forecast
113,2018,4,San Miguel,43,42,85,Forecast
115,2018,0,Sedgwick,13,13,26,Forecast
115,2018,1,Sedgwick,10,10,20,Forecast
115,2018,2,Sedgwick,15,14,29,Forecast
115,2018,3,Sedgwick,13,12,25,Forecast
115,2018,4,Sedgwick,14,13,27,Forecast
117,2018,0,Summit,140,134,274,Forecast
117,2018,1,Summit,138,132,270,Forecast
117,2018,2,Summit,141,134,275,Forecast
117,2018,3,Summit,126,120,246,Forecast
117,2018,4,Summit,121,116,237,Forecast
119,2018,0,Teller,92,88,180,Forecast
119,2018,1,Teller,98,94,193,Forecast
119,2018,2,Teller,109,105,214,Forecast
119,2018,3,Teller,112,108,220,Forecast
119,2018,4,Teller,116,112,228,Forecast
121,2018,0,Washington,24,23,47,Forecast
121,2018,1,Washington,24,23,48,Forecast
121,2018,2,Washington,31,30,61,Forecast
121,2018,3,Washington,27,26,53,Forecast
121,2018,4,Washington,27,26,54,Forecast
123,2018,0,Weld,2233,2137,4371,Forecast
123,2018,1,Weld,2310,2214,4524,Forecast
123,2018,2,Weld,2339,2245,4584,Forecast
123,2018,3,Weld,2306,2217,4523,Forecast
123,2018,4,Weld,2276,2191,4467,Forecast
125,2018,0,Yuma,77,74,151,Forecast
125,2018,1,Yuma,74,71,145,Forecast
125,2018,2,Yuma,75,72,147,Forecast
125,2018,3,Yuma,73,70,143,Forecast
125,2018,4,Yuma,74,71,145,Forecast
1,2019,0,Adams,3698,3551,7249,Forecast
1,2019,1,Adams,3682,3526,7209,Forecast
1,2019,2,Adams,3677,3518,7195,Forecast
1,2019,3,Adams,3665,3511,7176,Forecast
1,2019,4,Adams,3766,3613,7379,Forecast
3,2019,0,Alamosa,101,96,197,Forecast
3,2019,1,Alamosa,103,99,202,Forecast
3,2019,2,Alamosa,103,99,202,Forecast
3,2019,3,Alamosa,106,102,208,Forecast
3,2019,4,Alamosa,115,110,225,Forecast
5,2019,0,Arapahoe,3939,3777,7715,Forecast
5,2019,1,Arapahoe,3981,3810,7791,Forecast
5,2019,2,Arapahoe,4083,3907,7990,Forecast
5,2019,3,Arapahoe,4236,4057,8292,Forecast
5,2019,4,Arapahoe,4303,4126,8429,Forecast
7,2019,0,Archuleta,63,60,124,Forecast
7,2019,1,Archuleta,63,60,123,Forecast
7,2019,2,Archuleta,71,68,140,Forecast
7,2019,3,Archuleta,64,61,125,Forecast
7,2019,4,Archuleta,66,63,129,Forecast
9,2019,0,Baca,19,19,38,Forecast
9,2019,1,Baca,21,20,40,Forecast
9,2019,2,Baca,21,20,41,Forecast
9,2019,3,Baca,20,19,40,Forecast
9,2019,4,Baca,17,17,34,Forecast
11,2019,0,Bent,24,23,48,Forecast
11,2019,1,Bent,25,24,49,Forecast
11,2019,2,Bent,24,23,46,Forecast
11,2019,3,Bent,20,19,39,Forecast
11,2019,4,Bent,25,24,48,Forecast
13,2019,0,Boulder,1431,1369,2800,Forecast
13,2019,1,Boulder,1428,1366,2795,Forecast
13,2019,2,Boulder,1369,1309,2678,Forecast
13,2019,3,Boulder,1489,1426,2916,Forecast
13,2019,4,Boulder,1527,1463,2990,Forecast
14,2019,0,Broomfield,357,341,698,Forecast
14,2019,1,Broomfield,358,343,701,Forecast
14,2019,2,Broomfield,374,359,733,Forecast
14,2019,3,Broomfield,413,397,810,Forecast
14,2019,4,Broomfield,399,384,783,Forecast
15,2019,0,Chaffee,76,73,149,Forecast
15,2019,1,Chaffee,78,75,153,Forecast
15,2019,2,Chaffee,77,74,151,Forecast
15,2019,3,Chaffee,84,81,164,Forecast
15,2019,4,Chaffee,88,85,174,Forecast
17,2019,0,Cheyenne,14,13,27,Forecast
17,2019,1,Cheyenne,14,13,27,Forecast
17,2019,2,Cheyenne,11,10,21,Forecast
17,2019,3,Cheyenne,14,13,27,Forecast
17,2019,4,Cheyenne,15,14,30,Forecast
19,2019,0,Clear Creek,43,41,84,Forecast
19,2019,1,Clear Creek,44,43,87,Forecast
19,2019,2,Clear Creek,43,42,85,Forecast
19,2019,3,Clear Creek,44,42,86,Forecast
19,2019,4,Clear Creek,39,38,77,Forecast
21,2019,0,Conejos,51,49,101,Forecast
21,2019,1,Conejos,51,49,101,Forecast
21,2019,2,Conejos,50,48,99,Forecast
21,2019,3,Conejos,51,49,100,Forecast
21,2019,4,Conejos,60,58,118,Forecast
23,2019,0,Costilla,17,16,32,Forecast
23,2019,1,Costilla,17,16,33,Forecast
23,2019,2,Costilla,22,21,44,Forecast
23,2019,3,Costilla,18,18,36,Forecast
23,2019,4,Costilla,18,17,35,Forecast
25,2019,0,Crowley,14,13,27,Forecast
25,2019,1,Crowley,13,13,26,Forecast
25,2019,2,Crowley,17,16,33,Forecast
25,2019,3,Crowley,14,13,27,Forecast
25,2019,4,Crowley,21,20,42,Forecast
27,2019,0,Custer,13,12,25,Forecast
27,2019,1,Custer,12,12,24,Forecast
27,2019,2,Custer,22,21,43,Forecast
27,2019,3,Custer,13,13,26,Forecast
27,2019,4,Custer,18,18,36,Forecast
29,2019,0,Delta,146,140,286,Forecast
29,2019,1,Delta,149,142,291,Forecast
29,2019,2,Delta,144,138,282,Forecast
29,2019,3,Delta,147,141,288,Forecast
29,2019,4,Delta,140,134,275,Forecast
31,2019,0,Denver,4621,4426,9047,Forecast
31,2019,1,Denver,4394,4206,8601,Forecast
31,2019,2,Denver,4252,4069,8322,Forecast
31,2019,3,Denver,4425,4237,8661,Forecast
31,2019,4,Denver,4277,4098,8375,Forecast
33,2019,0,Dolores,7,6,13,Forecast
33,2019,1,Dolores,7,7,14,Forecast
33,2019,2,Dolores,7,6,13,Forecast
33,2019,3,Dolores,9,8,17,Forecast
33,2019,4,Dolores,11,10,21,Forecast
35,2019,0,Douglas,1856,1774,3629,Forecast
35,2019,1,Douglas,1852,1772,3624,Forecast
35,2019,2,Douglas,1850,1771,3620,Forecast
35,2019,3,Douglas,1859,1781,3640,Forecast
35,2019,4,Douglas,1823,1747,3570,Forecast
37,2019,0,Eagle,280,268,548,Forecast
37,2019,1,Eagle,281,269,550,Forecast
37,2019,2,Eagle,302,290,592,Forecast
37,2019,3,Eagle,335,322,657,Forecast
37,2019,4,Eagle,322,310,632,Forecast
39,2019,0,Elbert,140,135,275,Forecast
39,2019,1,Elbert,139,134,273,Forecast
39,2019,2,Elbert,145,140,285,Forecast
39,2019,3,Elbert,144,140,283,Forecast
39,2019,4,Elbert,154,149,303,Forecast
41,2019,0,El Paso,4784,4570,9354,Forecast
41,2019,1,El Paso,4682,4478,9160,Forecast
41,2019,2,El Paso,4810,4601,9411,Forecast
41,2019,3,El Paso,4833,4624,9456,Forecast
41,2019,4,El Paso,4827,4619,9445,Forecast
43,2019,0,Fremont,191,183,374,Forecast
43,2019,1,Fremont,194,186,381,Forecast
43,2019,2,Fremont,202,194,396,Forecast
43,2019,3,Fremont,208,200,408,Forecast
43,2019,4,Fremont,213,204,417,Forecast
45,2019,0,Garfield,408,390,797,Forecast
45,2019,1,Garfield,411,393,805,Forecast
45,2019,2,Garfield,413,394,807,Forecast
45,2019,3,Garfield,420,402,822,Forecast
45,2019,4,Garfield,382,366,748,Forecast
47,2019,0,Gilpin,21,20,42,Forecast
47,2019,1,Gilpin,22,21,44,Forecast
47,2019,2,Gilpin,23,22,45,Forecast
47,2019,3,Gilpin,25,24,49,Forecast
47,2019,4,Gilpin,24,24,48,Forecast
49,2019,0,Grand,70,67,137,Forecast
49,2019,1,Grand,74,70,144,Forecast
49,2019,2,Grand,73,70,142,Forecast
49,2019,3,Grand,76,73,148,Forecast
49,2019,4,Grand,70,68,138,Forecast
51,2019,0,Gunnison,81,78,159,Forecast
51,2019,1,Gunnison,86,82,168,Forecast
51,2019,2,Gunnison,76,73,149,Forecast
51,2019,3,Gunnison,90,87,177,Forecast
51,2019,4,Gunnison,83,80,163,Forecast
53,2019,0,Hinsdale,3,3,6,Forecast
53,2019,1,Hinsdale,3,3,7,Forecast
53,2019,2,Hinsdale,3,2,5,Forecast
53,2019,3,Hinsdale,2,2,3,Forecast
53,2019,4,Hinsdale,4,4,8,Forecast
55,2019,0,Huerfano,25,24,48,Forecast
55,2019,1,Huerfano,25,24,48,Forecast
55,2019,2,Huerfano,24,23,48,Forecast
55,2019,3,Huerfano,26,25,51,Forecast
55,2019,4,Huerfano,33,31,64,Forecast
57,2019,0,Jackson,7,6,13,Forecast
57,2019,1,Jackson,7,6,13,Forecast
57,2019,2,Jackson,8,8,16,Forecast
57,2019,3,Jackson,7,6,13,Forecast
57,2019,4,Jackson,7,6,13,Forecast
59,2019,0,Jefferson,3142,3005,6147,Forecast
59,2019,1,Jefferson,3180,3042,6223,Forecast
59,2019,2,Jefferson,3104,2972,6076,Forecast
59,2019,3,Jefferson,3110,2980,6090,Forecast
59,2019,4,Jefferson,3129,3002,6131,Forecast
61,2019,0,Kiowa,10,9,19,Forecast
61,2019,1,Kiowa,10,10,21,Forecast
61,2019,2,Kiowa,9,9,18,Forecast
61,2019,3,Kiowa,10,10,21,Forecast
61,2019,4,Kiowa,8,7,15,Forecast
63,2019,0,Kit Carson,48,46,95,Forecast
63,2019,1,Kit Carson,47,45,92,Forecast
63,2019,2,Kit Carson,44,42,86,Forecast
63,2019,3,Kit Carson,44,42,86,Forecast
63,2019,4,Kit Carson,55,53,108,Forecast
65,2019,0,Lake,46,44,89,Forecast
65,2019,1,Lake,44,42,86,Forecast
65,2019,2,Lake,46,44,90,Forecast
65,2019,3,Lake,36,34,70,Forecast
65,2019,4,Lake,48,46,94,Forecast
67,2019,0,La Plata,266,254,521,Forecast
67,2019,1,La Plata,265,253,518,Forecast
67,2019,2,La Plata,250,239,490,Forecast
67,2019,3,La Plata,281,269,550,Forecast
67,2019,4,La Plata,287,274,561,Forecast
69,2019,0,Larimer,1824,1745,3569,Forecast
69,2019,1,Larimer,1845,1768,3613,Forecast
69,2019,2,Larimer,1827,1753,3580,Forecast
69,2019,3,Larimer,1933,1857,3791,Forecast
69,2019,4,Larimer,1994,1918,3912,Forecast
71,2019,0,Las Animas,70,67,137,Forecast
71,2019,1,Las Animas,73,70,144,Forecast
71,2019,2,Las Animas,76,73,150,Forecast
71,2019,3,Las Animas,70,67,137,Forecast
71,2019,4,Las Animas,69,66,134,Forecast
73,2019,0,Lincoln,29,28,57,Forecast
73,2019,1,Lincoln,29,28,57,Forecast
73,2019,2,Lincoln,29,28,56,Forecast
73,2019,3,Lincoln,29,28,56,Forecast
73,2019,4,Lincoln,38,36,74,Forecast
75,2019,0,Logan,118,113,231,Forecast
75,2019,1,Logan,120,115,235,Forecast
75,2019,2,Logan,119,114,233,Forecast
75,2019,3,Logan,110,106,216,Forecast
75,2019,4,Logan,107,104,211,Forecast
77,2019,0,Mesa,796,761,1557,Forecast
77,2019,1,Mesa,797,762,1559,Forecast
77,2019,2,Mesa,846,809,1655,Forecast
77,2019,3,Mesa,876,838,1714,Forecast
77,2019,4,Mesa,940,900,1840,Forecast
79,2019,0,Mineral,4,4,7,Forecast
79,2019,1,Mineral,4,4,8,Forecast
79,2019,2,Mineral,4,4,7,Forecast
79,2019,3,Mineral,4,4,9,Forecast
79,2019,4,Mineral,4,4,7,Forecast
81,2019,0,Moffat,97,93,190,Forecast
81,2019,1,Moffat,99,94,193,Forecast
81,2019,2,Moffat,91,87,178,Forecast
81,2019,3,Moffat,94,90,183,Forecast
81,2019,4,Moffat,100,95,195,Forecast
83,2019,0,Montezuma,134,128,262,Forecast
83,2019,1,Montezuma,134,128,262,Forecast
83,2019,2,Montezuma,139,133,272,Forecast
83,2019,3,Montezuma,164,158,322,Forecast
83,2019,4,Montezuma,182,175,357,Forecast
85,2019,0,Montrose,219,209,428,Forecast
85,2019,1,Montrose,216,207,422,Forecast
85,2019,2,Montrose,238,227,465,Forecast
85,2019,3,Montrose,216,207,423,Forecast
85,2019,4,Montrose,234,224,459,Forecast
87,2019,0,Morgan,232,221,453,Forecast
87,2019,1,Morgan,232,222,454,Forecast
87,2019,2,Morgan,205,197,402,Forecast
87,2019,3,Morgan,216,207,423,Forecast
87,2019,4,Morgan,229,219,448,Forecast
89,2019,0,Otero,109,104,213,Forecast
89,2019,1,Otero,116,111,227,Forecast
89,2019,2,Otero,116,110,226,Forecast
89,2019,3,Otero,124,119,243,Forecast
89,2019,4,Otero,107,103,209,Forecast
91,2019,0,Ouray,21,20,40,Forecast
91,2019,1,Ouray,21,20,41,Forecast
91,2019,2,Ouray,19,18,36,Forecast
91,2019,3,Ouray,22,21,43,Forecast
91,2019,4,Ouray,16,16,32,Forecast
93,2019,0,Park,73,70,144,Forecast
93,2019,1,Park,75,72,147,Forecast
93,2019,2,Park,69,67,136,Forecast
93,2019,3,Park,78,75,152,Forecast
93,2019,4,Park,80,77,157,Forecast
95,2019,0,Phillips,34,33,67,Forecast
95,2019,1,Phillips,35,34,69,Forecast
95,2019,2,Phillips,28,26,54,Forecast
95,2019,3,Phillips,35,34,69,Forecast
95,2019,4,Phillips,29,28,57,Forecast
97,2019,0,Pitkin,77,74,151,Forecast
97,2019,1,Pitkin,76,73,149,Forecast
97,2019,2,Pitkin,79,75,154,Forecast
97,2019,3,Pitkin,70,67,137,Forecast
97,2019,4,Pitkin,60,58,118,Forecast
99,2019,0,Prowers,91,87,178,Forecast
99,2019,1,Prowers,96,92,189,Forecast
99,2019,2,Prowers,83,80,163,Forecast
99,2019,3,Prowers,97,93,190,Forecast
99,2019,4,Prowers,86,83,169,Forecast
101,2019,0,Pueblo,934,894,1828,Forecast
101,2019,1,Pueblo,947,906,1853,Forecast
101,2019,2,Pueblo,919,880,1799,Forecast
101,2019,3,Pueblo,956,915,1871,Forecast
101,2019,4,Pueblo,972,931,1903,Forecast
103,2019,0,Rio Blanco,38,36,74,Forecast
103,2019,1,Rio Blanco,39,37,76,Forecast
103,2019,2,Rio Blanco,34,33,67,Forecast
103,2019,3,Rio Blanco,38,37,75,Forecast
103,2019,4,Rio Blanco,42,40,82,Forecast
105,2019,0,Rio Grande,69,66,136,Forecast
105,2019,1,Rio Grande,73,69,142,Forecast
105,2019,2,Rio Grande,62,59,121,Forecast
105,2019,3,Rio Grande,73,70,142,Forecast
105,2019,4,Rio Grande,67,64,131,Forecast
107,2019,0,Routt,117,112,228,Forecast
107,2019,1,Routt,122,117,240,Forecast
107,2019,2,Routt,129,124,253,Forecast
107,2019,3,Routt,142,136,278,Forecast
107,2019,4,Routt,130,125,255,Forecast
109,2019,0,Saguache,42,40,82,Forecast
109,2019,1,Saguache,43,41,85,Forecast
109,2019,2,Saguache,37,35,72,Forecast
109,2019,3,Saguache,44,42,86,Forecast
109,2019,4,Saguache,45,43,88,Forecast
111,2019,0,San Juan,3,3,6,Forecast
111,2019,1,San Juan,3,3,6,Forecast
111,2019,2,San Juan,3,3,7,Forecast
111,2019,3,San Juan,3,3,6,Forecast
111,2019,4,San Juan,3,3,7,Forecast
113,2019,0,San Miguel,41,39,81,Forecast
113,2019,1,San Miguel,43,41,84,Forecast
113,2019,2,San Miguel,40,38,78,Forecast
113,2019,3,San Miguel,42,40,82,Forecast
113,2019,4,San Miguel,43,42,85,Forecast
115,2019,0,Sedgwick,13,12,25,Forecast
115,2019,1,Sedgwick,14,13,26,Forecast
115,2019,2,Sedgwick,10,10,20,Forecast
115,2019,3,Sedgwick,15,14,29,Forecast
115,2019,4,Sedgwick,13,12,25,Forecast
117,2019,0,Summit,141,134,275,Forecast
117,2019,1,Summit,137,131,268,Forecast
117,2019,2,Summit,135,129,264,Forecast
117,2019,3,Summit,138,132,270,Forecast
117,2019,4,Summit,123,118,241,Forecast
119,2019,0,Teller,93,89,183,Forecast
119,2019,1,Teller,96,92,187,Forecast
119,2019,2,Teller,103,99,201,Forecast
119,2019,3,Teller,113,109,222,Forecast
119,2019,4,Teller,116,112,228,Forecast
121,2019,0,Washington,23,22,45,Forecast
121,2019,1,Washington,24,23,47,Forecast
121,2019,2,Washington,25,24,48,Forecast
121,2019,3,Washington,32,30,62,Forecast
121,2019,4,Washington,27,26,54,Forecast
123,2019,0,Weld,2248,2151,4399,Forecast
123,2019,1,Weld,2280,2184,4464,Forecast
123,2019,2,Weld,2367,2271,4637,Forecast
123,2019,3,Weld,2399,2305,4703,Forecast
123,2019,4,Weld,2367,2278,4646,Forecast
125,2019,0,Yuma,75,72,147,Forecast
125,2019,1,Yuma,78,74,152,Forecast
125,2019,2,Yuma,75,72,146,Forecast
125,2019,3,Yuma,76,72,148,Forecast
125,2019,4,Yuma,74,71,144,Forecast
1,2020,0,Adams,3727,3579,7306,Forecast
1,2020,1,Adams,3703,3546,7249,Forecast
1,2020,2,Adams,3698,3538,7237,Forecast
1,2020,3,Adams,3688,3534,7222,Forecast
1,2020,4,Adams,3670,3521,7192,Forecast
3,2020,0,Alamosa,100,95,195,Forecast
3,2020,1,Alamosa,101,97,199,Forecast
3,2020,2,Alamosa,104,100,204,Forecast
3,2020,3,Alamosa,105,100,205,Forecast
3,2020,4,Alamosa,108,103,211,Forecast
5,2020,0,Arapahoe,3913,3753,7666,Forecast
5,2020,1,Arapahoe,3954,3785,7739,Forecast
5,2020,2,Arapahoe,4006,3833,7839,Forecast
5,2020,3,Arapahoe,4106,3933,8039,Forecast
5,2020,4,Arapahoe,4254,4079,8333,Forecast
7,2020,0,Archuleta,63,60,124,Forecast
7,2020,1,Archuleta,63,60,124,Forecast
7,2020,2,Archuleta,63,61,124,Forecast
7,2020,3,Archuleta,72,69,141,Forecast
7,2020,4,Archuleta,65,62,127,Forecast
9,2020,0,Baca,18,18,36,Forecast
9,2020,1,Baca,20,19,38,Forecast
9,2020,2,Baca,21,20,41,Forecast
9,2020,3,Baca,21,20,41,Forecast
9,2020,4,Baca,21,20,40,Forecast
11,2020,0,Bent,24,23,47,Forecast
11,2020,1,Bent,25,24,48,Forecast
11,2020,2,Bent,26,25,50,Forecast
11,2020,3,Bent,24,23,48,Forecast
11,2020,4,Bent,20,19,40,Forecast
13,2020,0,Boulder,1435,1373,2808,Forecast
13,2020,1,Boulder,1435,1372,2807,Forecast
13,2020,2,Boulder,1440,1378,2818,Forecast
13,2020,3,Boulder,1382,1323,2705,Forecast
13,2020,4,Boulder,1504,1441,2945,Forecast
14,2020,0,Broomfield,365,349,714,Forecast
14,2020,1,Broomfield,366,351,718,Forecast
14,2020,2,Broomfield,368,354,722,Forecast
14,2020,3,Broomfield,385,370,755,Forecast
14,2020,4,Broomfield,424,408,833,Forecast
15,2020,0,Chaffee,77,74,151,Forecast
15,2020,1,Chaffee,79,76,155,Forecast
15,2020,2,Chaffee,81,78,159,Forecast
15,2020,3,Chaffee,80,77,157,Forecast
15,2020,4,Chaffee,87,84,171,Forecast
17,2020,0,Cheyenne,13,13,26,Forecast
17,2020,1,Cheyenne,14,13,27,Forecast
17,2020,2,Cheyenne,14,13,27,Forecast
17,2020,3,Cheyenne,11,11,21,Forecast
17,2020,4,Cheyenne,14,13,27,Forecast
19,2020,0,Clear Creek,43,41,83,Forecast
19,2020,1,Clear Creek,44,42,87,Forecast
19,2020,2,Clear Creek,46,44,90,Forecast
19,2020,3,Clear Creek,45,43,88,Forecast
19,2020,4,Clear Creek,45,44,89,Forecast
21,2020,0,Conejos,52,50,101,Forecast
21,2020,1,Conejos,52,50,101,Forecast
21,2020,2,Conejos,52,50,102,Forecast
21,2020,3,Conejos,51,49,100,Forecast
21,2020,4,Conejos,52,50,101,Forecast
23,2020,0,Costilla,16,15,32,Forecast
23,2020,1,Costilla,17,16,33,Forecast
23,2020,2,Costilla,18,17,34,Forecast
23,2020,3,Costilla,23,22,44,Forecast
23,2020,4,Costilla,19,18,37,Forecast
25,2020,0,Crowley,14,14,28,Forecast
25,2020,1,Crowley,14,13,27,Forecast
25,2020,2,Crowley,13,13,26,Forecast
25,2020,3,Crowley,17,16,33,Forecast
25,2020,4,Crowley,14,13,27,Forecast
27,2020,0,Custer,13,13,26,Forecast
27,2020,1,Custer,13,12,25,Forecast
27,2020,2,Custer,13,12,25,Forecast
27,2020,3,Custer,23,22,45,Forecast
27,2020,4,Custer,14,13,27,Forecast
29,2020,0,Delta,143,136,279,Forecast
29,2020,1,Delta,146,139,285,Forecast
29,2020,2,Delta,149,143,292,Forecast
29,2020,3,Delta,145,139,284,Forecast
29,2020,4,Delta,148,142,290,Forecast
31,2020,0,Denver,4634,4438,9071,Forecast
31,2020,1,Denver,4442,4252,8694,Forecast
31,2020,2,Denver,4234,4052,8286,Forecast
31,2020,3,Denver,4093,3919,8011,Forecast
31,2020,4,Denver,4247,4069,8316,Forecast
33,2020,0,Dolores,7,6,13,Forecast
33,2020,1,Dolores,7,7,13,Forecast
33,2020,2,Dolores,7,7,14,Forecast
33,2020,3,Dolores,7,7,14,Forecast
33,2020,4,Dolores,9,9,18,Forecast
35,2020,0,Douglas,1871,1788,3659,Forecast
35,2020,1,Douglas,1866,1785,3651,Forecast
35,2020,2,Douglas,1868,1788,3656,Forecast
35,2020,3,Douglas,1864,1785,3649,Forecast
35,2020,4,Douglas,1873,1795,3669,Forecast
37,2020,0,Eagle,280,267,547,Forecast
37,2020,1,Eagle,280,268,549,Forecast
37,2020,2,Eagle,282,270,552,Forecast
37,2020,3,Eagle,302,290,592,Forecast
37,2020,4,Eagle,334,321,654,Forecast
39,2020,0,Elbert,150,144,294,Forecast
39,2020,1,Elbert,150,144,295,Forecast
39,2020,2,Elbert,151,146,297,Forecast
39,2020,3,Elbert,156,151,307,Forecast
39,2020,4,Elbert,155,151,306,Forecast
41,2020,0,El Paso,4839,4623,9462,Forecast
41,2020,1,El Paso,4755,4548,9303,Forecast
41,2020,2,El Paso,4677,4474,9151,Forecast
41,2020,3,El Paso,4808,4600,9408,Forecast
41,2020,4,El Paso,4831,4623,9454,Forecast
43,2020,0,Fremont,189,181,370,Forecast
43,2020,1,Fremont,192,184,377,Forecast
