PROVIDERID,ZIP,SERVICETYPEBYAGE,COORDINATES
1638372,80304,FCC/DC/CCC,"[40.019979, -105.28544199999999]"
1638438,80015,FCC/DC/CCC,"[39.60614, -104.73688]"
1638470,81301,FCC/DC/CCC,"[37.234642, -107.827722]"
1638520,80831,FCC/DC/CCC,"[38.942757, -104.598323]"
1638525,81321,Infant/Toddler Facility,"[37.310153, -108.59128100000001]"
1638550,80020,FCC/DC/CCC,"[39.941264000000004, -105.05663700000001]"
1638645,80907,School-Age Facility,"[38.868371999999994, -104.83708]"
1638649,80206,FCC/DC/CCC,"[39.743775, -104.962571]"
1638684,80219,School-Age Facility,"[39.722338, -105.02810600000001]"
1638919,80220,School-Age Facility,"[39.733539, -104.909976]"
1638921,80229,FCC/DC/CCC,"[39.878775, -104.957394]"
1638923,80239,School-Age Facility,"[39.756554, -104.857315]"
1639156,80863,FCC/DC/CCC,"[38.994791, -105.048245]"
1639185,80229,FCC/DC/CCC,"[39.863096999999996, -104.958376]"
1639200,80205,School-Age Facility,"[39.767281, -104.967623]"
1639208,80202,School-Age Facility,"[39.745705, -104.98581499999999]"
1639210,80231,School-Age Facility,"[39.657979, -104.89263100000001]"
1639326,80210,FCC/DC/CCC,"[39.687186, -104.97843999999999]"
1639436,80501,FCC/DC/CCC,"[40.146419, -105.10804499999999]"
1639562,80525,School-Age Facility,"[40.554912, -105.0715]"
1639576,80020,Infant/Toddler Facility,"[39.931663, -105.107165]"
1639772,80538,Preschool Facility,"[40.429958, -105.10003]"
1639935,80922,Infant/Toddler Facility,"[38.892839, -104.702466]"
1640011,80219,FCC/DC/CCC,"[39.689640999999995, -105.02775700000001]"
1640015,80120,Preschool Facility,"[39.619704, -104.990407]"
1640353,80233,FCC/DC/CCC,"[39.895983, -104.955095]"
1640563,80214,Preschool Facility,"[39.750059, -105.07113500000001]"
1640567,80227,Preschool Facility,"[39.668901, -105.09257]"
1640569,80020,Preschool Facility,"[39.895957, -105.063675]"
1640578,80013,Preschool Facility,"[39.658634, -104.746275]"
1640606,80134,FCC/DC/CCC,"[39.51401, -104.786381]"
1640721,81632,FCC/DC/CCC,"[39.644638, -106.60616200000001]"
1640803,80015,Preschool Facility,"[39.63245, -104.728494]"
1641003,80205,School-Age Facility,"[39.762609999999995, -104.96966499999999]"
1641084,81212,FCC/DC/CCC,"[38.454353000000005, -105.215873]"
1641164,80004,School-Age Facility,"[39.825899, -105.117081]"
1641212,80435,School-Age Facility,"[39.599795, -105.99004]"
1641338,80547,FCC/DC/CCC,"[40.504599, -104.94996599999999]"
1641344,80920,FCC/DC/CCC,"[38.9626, -104.744845]"
1641351,80236,FCC/DC/CCC,"[39.667165000000004, -105.032572]"
1641392,80831,FCC/DC/CCC,"[38.962998999999996, -104.59963]"
1641425,80923,School-Age Facility,"[38.925425, -104.69368100000001]"
1641443,80631,FCC/DC/CCC,"[40.426155, -104.715419]"
1641495,80246,FCC/DC/CCC,"[39.708749, -104.92662299999999]"
1641497,80124,FCC/DC/CCC,"[39.522453999999996, -104.92293799999999]"
1641559,80108,Preschool Facility,"[39.465953000000006, -104.894205]"
1641567,80904,School-Age Facility,"[38.838328999999995, -104.86298300000001]"
1641635,80504,School-Age Facility,"[40.163592, -104.947601]"
1641640,80109,FCC/DC/CCC,"[39.394401, -104.885879]"
1641647,80109,School-Age Facility,"[39.394401, -104.885879]"
1641649,80002,FCC/DC/CCC,"[39.788256, -105.08987900000001]"
1641682,80260,FCC/DC/CCC,"[39.868749, -105.005008]"
1641842,80219,FCC/DC/CCC,"[39.697720000000004, -105.027628]"
1641846,80238,FCC/DC/CCC,"[39.764603, -104.898306]"
1641898,80017,FCC/DC/CCC,"[39.697661, -104.807458]"
1642313,80503,School-Age Facility,"[40.19178, -105.177252]"
1642323,80124,FCC/DC/CCC,"[39.531335999999996, -104.87445600000001]"
1642328,80104,FCC/DC/CCC,"[39.405417, -104.857106]"
1642333,80124,FCC/DC/CCC,"[39.560902, -104.89114599999999]"
1642336,80126,FCC/DC/CCC,"[39.546682000000004, -104.943398]"
1642351,80921,Preschool Facility,"[39.012192, -104.803373]"
1642452,80759,FCC/DC/CCC,"[40.129315000000005, -102.722365]"
1642505,81631,FCC/DC/CCC,"[39.646148, -106.829702]"
1642567,80465,FCC/DC/CCC,"[39.592052, -105.221193]"
1642802,81435,School-Age Facility,"[37.937967, -107.821762]"
1642804,81401,Preschool Facility,"[38.491053, -107.838632]"
1642806,80238,Preschool Facility,"[39.756554, -104.857315]"
1642909,80122,FCC/DC/CCC,"[39.59385, -104.938561]"
1643233,80911,FCC/DC/CCC,"[38.770722, -104.725155]"
1643331,80906,FCC/DC/CCC,"[38.783052000000005, -104.813361]"
1643342,80128,FCC/DC/CCC,"[39.571195, -105.102225]"
1643608,80015,FCC/DC/CCC,"[39.616644, -104.719617]"
1643611,80817,Infant/Toddler Facility,"[38.667941, -104.678146]"
1643650,80922,FCC/DC/CCC,"[38.870096000000004, -104.698613]"
1644098,80513,FCC/DC/CCC,"[40.312327, -105.084248]"
1644521,80601,FCC/DC/CCC,"[39.980337, -104.764546]"
1644882,80487,FCC/DC/CCC,"[40.50808, -106.906144]"
1645062,80401,FCC/DC/CCC,"[39.731374, -105.173391]"
1645225,80919,FCC/DC/CCC,"[38.931031, -104.832038]"
1645603,80205,FCC/DC/CCC,"[39.763394, -104.96999699999999]"
1645670,80906,FCC/DC/CCC,"[38.792799, -104.80413]"
1645700,81432,FCC/DC/CCC,"[38.154303999999996, -107.75765]"
1645706,80013,FCC/DC/CCC,"[39.675706, -104.790533]"
1645782,80911,FCC/DC/CCC,"[38.761721, -104.712358]"
1645936,80909,FCC/DC/CCC,"[38.868328000000005, -104.783412]"
1645993,80012,FCC/DC/CCC,"[39.705999, -104.856394]"
1646005,80012,FCC/DC/CCC,"[39.688860999999996, -104.866033]"
1646034,80249,FCC/DC/CCC,"[39.770865, -104.756117]"
1646141,81621,FCC/DC/CCC,"[39.358792, -107.062002]"
1646454,81301,FCC/DC/CCC,"[37.301048, -107.840747]"
1646461,80123,FCC/DC/CCC,"[39.608696, -105.10146]"
1646530,81639,Infant/Toddler Facility,"[40.492495, -107.264151]"
1646637,80214,School-Age Facility,"[39.750059, -105.07113500000001]"
1646644,80134,FCC/DC/CCC,"[39.530758, -104.80515799999999]"
1646690,80010,FCC/DC/CCC,"[39.728614, -104.863095]"
1646827,81005,FCC/DC/CCC,"[38.231, -104.65993]"
1647082,81650,School-Age Facility,"[39.53692, -107.780969]"
1647121,80903,Preschool Facility,"[38.820577, -104.807789]"
1647754,81501,FCC/DC/CCC,"[39.066151, -108.54666499999999]"
1648327,81623,School-Age Facility,"[39.395109000000005, -107.209809]"
1648565,80232,FCC/DC/CCC,"[39.694676, -105.096185]"
1648685,80012,FCC/DC/CCC,"[39.682207, -104.81371899999999]"
1648753,80504,Infant/Toddler Facility,"[40.121532, -104.97426000000002]"
1649025,80530,FCC/DC/CCC,"[40.100489, -104.92900800000001]"
1649037,80537,Infant/Toddler Facility,"[40.401099, -105.036353]"
1649058,81501,FCC/DC/CCC,"[39.054344, -108.52703400000001]"
1649075,80226,School-Age Facility,"[39.700695, -105.11099499999999]"
1649254,80504,School-Age Facility,"[40.174966, -105.08738999999998]"
1649255,80013,FCC/DC/CCC,"[39.670553999999996, -104.797899]"
1649345,81506,FCC/DC/CCC,"[39.092984, -108.527891]"
1649450,81212,Preschool Facility,"[38.432062, -105.234895]"
1649688,80013,FCC/DC/CCC,"[39.649761, -104.787103]"
1649731,80301,Preschool Facility,"[40.027842, -105.256653]"
1649947,81621,FCC/DC/CCC,"[39.361925, -107.035996]"
1650212,80521,FCC/DC/CCC,"[40.593977, -105.105143]"
1650333,80016,School-Age Facility,"[39.597325, -104.694016]"
1650467,80425,School-Age Facility,"[39.362122, -105.224604]"
1650610,81122,FCC/DC/CCC,"[37.22567, -107.641446]"
1650718,80209,School-Age Facility,"[39.703466999999996, -104.968175]"
1650823,80903,Preschool Facility,"[38.843321, -104.822478]"
1650943,81620,School-Age Facility,"[39.634172, -106.52400800000001]"
1650981,80211,FCC/DC/CCC,"[39.752181, -105.01838400000001]"
1651036,80013,FCC/DC/CCC,"[39.653760999999996, -104.80509599999999]"
1651079,80205,School-Age Facility,"[39.7492, -104.94546899999999]"
1651192,80916,FCC/DC/CCC,"[38.806408000000005, -104.755618]"
1651399,80238,FCC/DC/CCC,"[39.748962, -104.88691100000001]"
1651495,80915,School-Age Facility,"[38.856158, -104.694859]"
1651506,80922,School-Age Facility,"[38.89477, -104.697204]"
1651509,80922,School-Age Facility,"[38.878225, -104.699736]"
1651566,80534,FCC/DC/CCC,"[40.298321, -104.909374]"
1651622,80620,FCC/DC/CCC,"[40.378011, -104.70289100000001]"
1651624,80620,Preschool Facility,"[40.381941999999995, -104.712203]"
1651685,80917,Preschool Facility,"[38.911522, -104.721238]"
1651938,80601,FCC/DC/CCC,"[39.979356, -104.789239]"
1652023,80220,FCC/DC/CCC,"[39.738861, -104.88733]"
1652083,80239,FCC/DC/CCC,"[39.796617, -104.79885999999999]"
1652440,80517,School-Age Facility,"[40.272755, -105.540049]"
1652661,81225,School-Age Facility,"[38.898912, -106.965946]"
1652823,80229,FCC/DC/CCC,"[39.879411, -104.966881]"
1652965,80503,School-Age Facility,"[40.092026000000004, -105.181072]"
1653048,80525,FCC/DC/CCC,"[40.50462, -105.071331]"
1653178,80425,School-Age Facility,"[39.357921999999995, -105.229689]"
1653322,80232,School-Age Facility,"[39.691133, -105.066492]"
1653352,80129,FCC/DC/CCC,"[39.550022999999996, -104.99503200000001]"
1653575,80467,School-Age Facility,"[40.275069, -106.95403600000002]"
1653612,81507,FCC/DC/CCC,"[39.09785, -108.661817]"
1653628,80138,FCC/DC/CCC,"[39.551252000000005, -104.77330400000001]"
1653631,80013,FCC/DC/CCC,"[39.667021999999996, -104.76170400000001]"
1653749,81303,School-Age Facility,"[37.274372, -107.869929]"
1653881,80212,FCC/DC/CCC,"[39.76182, -105.03843300000001]"
1654040,80651,Preschool Facility,"[40.207035999999995, -104.823876]"
1654044,80623,Preschool Facility,"[40.287078, -104.778589]"
1654046,80645,Preschool Facility,"[40.351112, -104.705602]"
1654048,80214,FCC/DC/CCC,"[39.755218, -105.054158]"
1654064,80751,FCC/DC/CCC,"[40.628795000000004, -103.241304]"
1654070,80026,FCC/DC/CCC,"[40.046931, -105.08830800000001]"
1654176,80003,School-Age Facility,"[39.853525, -105.06853899999999]"
1654542,80516,Preschool Facility,"[40.033284, -105.05392900000001]"
1654778,80922,FCC/DC/CCC,"[38.891853999999995, -104.691664]"
1654868,80525,School-Age Facility,"[40.562767, -105.05701499999999]"
1654996,81631,School-Age Facility,"[39.654339, -106.81953]"
1654999,80129,FCC/DC/CCC,"[39.549591, -105.002028]"
1655046,80134,FCC/DC/CCC,"[39.546138, -104.791912]"
1655048,80033,FCC/DC/CCC,"[39.769723, -105.06491799999999]"
1655050,80212,FCC/DC/CCC,"[39.758551000000004, -105.04444699999999]"
1655053,81637,FCC/DC/CCC,"[39.62343, -106.95098999999999]"
1655205,80127,FCC/DC/CCC,"[39.608118, -105.15478700000001]"
1655258,80247,FCC/DC/CCC,"[39.679901, -104.87574]"
1655495,80238,School-Age Facility,"[39.756554, -104.857315]"
1655514,80017,Infant/Toddler Facility,"[39.686021999999994, -104.801509]"
1655618,80205,School-Age Facility,"[39.755891, -104.98306799999999]"
1655685,80108,School-Age Facility,"[39.472306, -104.879981]"
1655690,80923,Preschool Facility,"[38.925425, -104.69368100000001]"
1655719,80104,School-Age Facility,"[39.406107, -104.854862]"
1655741,80026,FCC/DC/CCC,"[40.003414, -105.10019199999999]"
1656106,80015,School-Age Facility,"[39.633024, -104.728272]"
1656141,81611,School-Age Facility,"[39.260040999999994, -106.89084199999999]"
1656147,80909,School-Age Facility,"[38.857945, -104.781304]"
1656151,80026,FCC/DC/CCC,"[40.013103, -105.127885]"
1656162,80220,School-Age Facility,"[39.731956, -104.9252]"
1656171,80012,School-Age Facility,"[39.682059, -104.825365]"
1656275,80526,FCC/DC/CCC,"[40.526037, -105.105658]"
1656491,80516,FCC/DC/CCC,"[40.039792, -105.073952]"
1656511,80504,FCC/DC/CCC,"[40.131060999999995, -105.09135800000001]"
1656516,80134,School-Age Facility,"[39.532090999999994, -104.75682900000001]"
1656628,80904,School-Age Facility,"[38.842467, -104.847687]"
1656630,80010,FCC/DC/CCC,"[39.738346, -104.863403]"
1657003,80239,FCC/DC/CCC,"[39.789322, -104.888892]"
1657005,80239,FCC/DC/CCC,"[39.778403000000004, -104.819561]"
1657010,80238,FCC/DC/CCC,"[39.756554, -104.857315]"
1657012,80516,FCC/DC/CCC,"[40.003448999999996, -105.016074]"
1657063,80921,School-Age Facility,"[39.029819, -104.796319]"
1657068,80920,School-Age Facility,"[38.947133, -104.783493]"
1657116,80126,School-Age Facility,"[39.528461, -104.98470400000001]"
1657140,80521,FCC/DC/CCC,"[40.574042999999996, -105.109012]"
1657321,80229,Preschool Facility,"[39.864036, -104.975353]"
1657374,80128,FCC/DC/CCC,"[39.566533, -105.07388300000001]"
1657540,81419,FCC/DC/CCC,"[38.800813, -107.81053999999999]"
1657555,80751,FCC/DC/CCC,"[40.606221999999995, -103.223084]"
1657590,80211,FCC/DC/CCC,"[39.754234000000004, -105.033873]"
1657645,80911,Infant/Toddler Facility,"[38.770679, -104.73207]"
1657704,80538,FCC/DC/CCC,"[40.426874, -105.08630600000001]"
1657786,81505,School-Age Facility,"[39.108651, -108.597183]"
1657788,80249,Preschool Facility,"[39.795398999999996, -104.76139]"
1657871,80540,FCC/DC/CCC,"[40.224957, -105.269668]"
1658145,80249,FCC/DC/CCC,"[39.795398999999996, -104.76139]"
1658153,81006,School-Age Facility,"[38.249482, -104.51657900000001]"
1658237,81503,FCC/DC/CCC,"[39.029891, -108.49847700000001]"
1658344,81301,FCC/DC/CCC,"[37.267565999999995, -107.8744]"
1658505,80526,FCC/DC/CCC,"[40.539209, -105.11595700000001]"
1658507,80537,School-Age Facility,"[40.375038, -105.091587]"
1658613,80401,School-Age Facility,"[39.732746999999996, -105.14536000000001]"
1658615,80918,School-Age Facility,"[38.922748, -104.73515400000001]"
1658792,80911,FCC/DC/CCC,"[38.726896999999994, -104.691053]"
1658811,80013,FCC/DC/CCC,"[39.649937, -104.7835]"
1658914,80238,School-Age Facility,"[39.789322, -104.888892]"
1658983,80138,FCC/DC/CCC,"[39.532090999999994, -104.75682900000001]"
1659434,80017,School-Age Facility,"[39.696658, -104.80828199999999]"
1659439,80224,FCC/DC/CCC,"[39.700114, -104.910627]"
1659490,80023,School-Age Facility,"[39.959758, -104.978254]"
1659824,80909,FCC/DC/CCC,"[38.846237, -104.7982]"
1660158,81401,FCC/DC/CCC,"[38.47445, -107.893386]"
1660395,80908,Infant/Toddler Facility,"[38.946339, -104.700345]"
1660688,80549,FCC/DC/CCC,"[40.690681, -104.991101]"
1660797,80010,FCC/DC/CCC,"[39.747723, -104.87607]"
1660799,80615,FCC/DC/CCC,"[40.538815, -104.715948]"
1660802,80030,School-Age Facility,"[39.829065, -105.029679]"
1660841,80134,FCC/DC/CCC,"[39.516804, -104.78299799999999]"
1661315,80241,FCC/DC/CCC,"[39.932402, -104.951609]"
1661716,80435,FCC/DC/CCC,"[39.637223999999996, -106.04437]"
1661822,80538,FCC/DC/CCC,"[40.41356, -105.100619]"
1661907,80010,FCC/DC/CCC,"[39.736706, -104.861911]"
1661918,80130,FCC/DC/CCC,"[39.528613, -104.927379]"
1662422,80922,Infant/Toddler Facility,"[38.90153, -104.69997]"
1662624,80909,School-Age Facility,"[38.867258, -104.784086]"
1662681,80221,FCC/DC/CCC,"[39.767371999999995, -105.008799]"
1663055,80123,School-Age Facility,"[39.641785999999996, -105.08001999999999]"
1663084,80302,FCC/DC/CCC,"[40.020334000000005, -105.280111]"
1663089,80126,FCC/DC/CCC,"[39.565377000000005, -104.91478700000002]"
1663250,80549,FCC/DC/CCC,"[40.688795, -104.99486200000001]"
1663251,80033,FCC/DC/CCC,"[39.75869, -105.078682]"
1663336,80017,FCC/DC/CCC,"[39.696977000000004, -104.78171800000001]"
1663340,80446,Infant/Toddler Facility,"[40.035286, -105.962303]"
1663587,80239,FCC/DC/CCC,"[39.780096, -104.841736]"
1664314,80909,School-Age Facility,"[38.869568, -104.77228000000001]"
1664371,80123,FCC/DC/CCC,"[39.596241, -105.098235]"
1664954,80922,FCC/DC/CCC,"[38.905181, -104.704593]"
1665462,80602,FCC/DC/CCC,"[39.918312, -104.912645]"
1665480,81501,FCC/DC/CCC,"[39.073824, -108.56133500000001]"
1665706,80238,FCC/DC/CCC,"[39.785971999999994, -104.88999199999999]"
1665733,80640,School-Age Facility,"[39.891905, -104.879488]"
1665890,80517,FCC/DC/CCC,"[40.369878, -105.51209899999999]"
1665892,80517,FCC/DC/CCC,"[40.388826, -105.491079]"
1666057,81504,FCC/DC/CCC,"[39.091279, -108.49743899999999]"
1666086,80134,FCC/DC/CCC,"[39.500221, -104.763074]"
1666256,80007,Preschool Facility,"[39.838352, -105.183122]"
1666260,80483,FCC/DC/CCC,"[40.156147999999995, -106.90907299999999]"
1666606,80010,FCC/DC/CCC,"[39.749029, -104.87581200000001]"
1666773,81301,FCC/DC/CCC,"[37.272226, -107.89293700000002]"
1667141,80026,FCC/DC/CCC,"[40.000174, -105.09403799999998]"
1667271,80433,FCC/DC/CCC,"[39.534240999999994, -105.309524]"
1667426,81503,FCC/DC/CCC,"[39.042770000000004, -108.486575]"
1667444,80501,FCC/DC/CCC,"[40.178227, -105.09961899999999]"
1667552,81301,School-Age Facility,"[37.277628, -107.876979]"
1667655,80205,School-Age Facility,"[39.7562, -104.985794]"
1667731,80027,School-Age Facility,"[39.963359999999994, -105.119599]"
1667898,80305,FCC/DC/CCC,"[39.977697, -105.243301]"
1668008,80018,FCC/DC/CCC,"[39.719171, -104.692388]"
1668190,80301,School-Age Facility,"[40.073953, -105.236966]"
1668266,80238,School-Age Facility,"[39.756554, -104.857315]"
1668271,80249,School-Age Facility,"[39.786736, -104.765823]"
1668294,80211,FCC/DC/CCC,"[39.772203999999995, -105.02346899999999]"
1668296,80919,School-Age Facility,"[38.922646, -104.850752]"
1668704,80021,FCC/DC/CCC,"[39.880576, -105.11196799999999]"
1668728,80302,FCC/DC/CCC,"[40.115998, -105.273797]"
1668791,80631,FCC/DC/CCC,"[40.430285, -104.700775]"
1668902,81301,School-Age Facility,"[37.630860999999996, -107.81426]"
1668927,80005,Preschool Facility,"[39.833271, -105.148574]"
1668934,80401,FCC/DC/CCC,"[39.732057, -105.14438200000001]"
1668936,80127,Preschool Facility,"[39.62738, -105.114369]"
1668938,80127,Preschool Facility,"[39.571869, -105.11356]"
1668953,80005,Preschool Facility,"[39.837159, -105.09198899999998]"
1668955,80204,FCC/DC/CCC,"[39.73196, -105.003308]"
1669201,80033,Infant/Toddler Facility,"[39.779562, -105.06531299999999]"
1669482,80015,FCC/DC/CCC,"[39.631065, -104.766101]"
1669526,80120,FCC/DC/CCC,"[39.584734000000005, -105.021875]"
1669709,80603,FCC/DC/CCC,"[40.554258000000004, -104.39371899999999]"
1669816,80027,FCC/DC/CCC,"[39.965138, -105.166623]"
1669919,80015,FCC/DC/CCC,"[39.636487, -104.788668]"
1669925,80238,FCC/DC/CCC,"[39.748327, -104.892646]"
1670065,80241,FCC/DC/CCC,"[39.914808, -104.92582]"
1670269,80817,FCC/DC/CCC,"[38.676615999999996, -104.68415999999999]"
1670275,80538,School-Age Facility,"[40.429958, -105.10003]"
1670277,81201,FCC/DC/CCC,"[38.530377, -106.00278300000001]"
1670392,80241,School-Age Facility,"[39.927465000000005, -104.943177]"
1670625,80123,School-Age Facility,"[39.609667, -105.077619]"
1670636,80012,FCC/DC/CCC,"[39.684794000000004, -104.819611]"
1670640,80446,FCC/DC/CCC,"[40.077487, -105.93314699999999]"
1670703,81503,FCC/DC/CCC,"[39.048696, -108.54502600000001]"
1670733,80226,FCC/DC/CCC,"[39.707598, -105.108731]"
1670748,80108,School-Age Facility,"[39.389148999999996, -104.822469]"
1670754,80104,School-Age Facility,"[39.372131, -104.813911]"
1670761,80104,School-Age Facility,"[39.364948999999996, -104.864182]"
1670768,80112,FCC/DC/CCC,"[39.58959, -104.920851]"
1670785,80212,FCC/DC/CCC,"[39.757709000000006, -105.05228500000001]"
1671087,80435,School-Age Facility,"[39.627933, -106.04536100000001]"
1671090,80501,FCC/DC/CCC,"[40.197264000000004, -105.09525900000001]"
1671095,80817,Preschool Facility,"[38.676607000000004, -104.684156]"
1671444,80249,FCC/DC/CCC,"[39.772104999999996, -104.75859799999999]"
1671491,80033,FCC/DC/CCC,"[39.76915, -105.077968]"
1671550,80112,FCC/DC/CCC,"[39.566901, -104.80142]"
1671633,80127,School-Age Facility,"[39.571869, -105.11356]"
1671637,80219,FCC/DC/CCC,"[39.700029, -105.02774699999999]"
1671646,80222,FCC/DC/CCC,"[39.676053, -104.937652]"
1671682,80104,Preschool Facility,"[39.349028999999994, -104.870253]"
1671710,80501,FCC/DC/CCC,"[40.185406, -105.10448500000001]"
1671729,80504,FCC/DC/CCC,"[40.156314, -104.98858899999999]"
1671831,80927,School-Age Facility,"[38.933656, -104.67522199999999]"
1672114,80003,Preschool Facility,"[39.802732, -105.066572]"
1672195,80911,FCC/DC/CCC,"[38.75435, -104.744775]"
1672197,81503,FCC/DC/CCC,"[39.045865, -108.520154]"
1672204,81501,FCC/DC/CCC,"[39.076097, -108.529472]"
1672208,80026,FCC/DC/CCC,"[39.988073, -105.11810700000001]"
1672249,80487,FCC/DC/CCC,"[40.487435, -106.831667]"
1672252,80487,Infant/Toddler Facility,"[40.483296, -106.81729399999999]"
1672262,80634,FCC/DC/CCC,"[40.402671000000005, -104.724877]"
1672378,80241,FCC/DC/CCC,"[39.93889, -104.977547]"
1672427,80501,FCC/DC/CCC,"[40.183535, -105.12158899999999]"
1672495,80128,School-Age Facility,"[39.572818, -105.09034299999999]"
1672497,81301,FCC/DC/CCC,"[37.272197999999996, -107.884179]"
1672776,80014,FCC/DC/CCC,"[39.661668, -104.854152]"
1672783,80014,FCC/DC/CCC,"[39.660371999999995, -104.854414]"
1672841,80927,FCC/DC/CCC,"[38.935153, -104.669885]"
1672870,80239,Preschool Facility,"[39.781989, -104.850368]"
1672874,80528,Preschool Facility,"[40.473726, -104.979656]"
1672878,80013,FCC/DC/CCC,"[39.649439, -104.759958]"
1672908,80231,FCC/DC/CCC,"[39.658660999999995, -104.867421]"
1672913,80206,FCC/DC/CCC,"[39.722014, -104.957384]"
1672927,80206,FCC/DC/CCC,"[39.73148, -104.952692]"
1672999,80015,FCC/DC/CCC,"[39.624858, -104.749011]"
1673014,80601,FCC/DC/CCC,"[39.986245000000004, -104.872689]"
1673154,80027,FCC/DC/CCC,"[39.928003000000004, -105.145299]"
1673167,81506,FCC/DC/CCC,"[39.124592, -108.55625900000001]"
1673288,80232,School-Age Facility,"[39.693826, -105.09581100000001]"
1673293,80027,FCC/DC/CCC,"[39.990712, -105.135709]"
1673323,80915,FCC/DC/CCC,"[38.854996, -104.74771]"
1673416,80538,FCC/DC/CCC,"[40.436655, -105.07031699999999]"
1673531,80104,Preschool Facility,"[39.369355999999996, -104.84464799999999]"
1673533,80016,FCC/DC/CCC,"[39.589125, -104.686714]"
1673838,80215,FCC/DC/CCC,"[39.754497, -105.11401000000001]"
1673860,80013,Infant/Toddler Facility,"[39.648740000000004, -104.777301]"
1673899,80016,FCC/DC/CCC,"[39.602277, -104.70963499999999]"
1674010,81652,FCC/DC/CCC,"[39.550672, -107.667396]"
1674058,80863,School-Age Facility,"[39.00627, -105.054689]"
1674063,80814,School-Age Facility,"[38.957009, -105.145781]"
1674201,80130,FCC/DC/CCC,"[39.519531, -104.93248600000001]"
1674288,80231,School-Age Facility,"[39.658660999999995, -104.867421]"
1674371,80207,FCC/DC/CCC,"[39.764786, -104.93128700000001]"
1674442,81005,FCC/DC/CCC,"[38.234053, -104.649403]"
1674494,80537,School-Age Facility,"[40.390842, -105.1255]"
1674611,80525,FCC/DC/CCC,"[40.501615, -105.07276100000001]"
1674635,80526,FCC/DC/CCC,"[40.533743, -105.105099]"
1674645,80831,FCC/DC/CCC,"[38.932625, -104.619888]"
1674657,80111,FCC/DC/CCC,"[39.613873, -104.857342]"
1674854,80904,School-Age Facility,"[38.852740000000004, -104.867378]"
1675057,80634,School-Age Facility,"[40.401655, -104.71515]"
1675166,80134,FCC/DC/CCC,"[39.527639, -104.767587]"
1675168,80207,School-Age Facility,"[39.756248, -104.88539899999999]"
1675169,80015,School-Age Facility,"[39.640226, -104.775778]"
1675245,80231,FCC/DC/CCC,"[39.665385, -104.90113899999999]"
1675299,80424,FCC/DC/CCC,"[39.552586, -106.0524]"
1675416,80525,FCC/DC/CCC,"[40.545451, -105.063236]"
1675429,81504,FCC/DC/CCC,"[39.097357, -108.502501]"
1675444,80916,School-Age Facility,"[38.785483, -104.75061600000001]"
1675655,80134,FCC/DC/CCC,"[39.539341, -104.787313]"
1676196,81054,FCC/DC/CCC,"[38.070412, -103.226749]"
1676357,80011,Preschool Facility,"[39.717411, -104.78683199999999]"
1676719,80526,FCC/DC/CCC,"[40.554984000000005, -105.1142]"
1676722,80033,FCC/DC/CCC,"[39.775705, -105.06253899999999]"
1676728,81067,Preschool Facility,"[38.044243, -103.731521]"
1677037,80016,FCC/DC/CCC,"[39.584168, -104.721343]"
1677047,80487,FCC/DC/CCC,"[40.467359, -106.824523]"
1677055,80222,FCC/DC/CCC,"[39.689015999999995, -104.925779]"
1677059,80128,FCC/DC/CCC,"[39.580637, -105.04451399999999]"
1677246,81052,FCC/DC/CCC,"[38.075236, -102.610723]"
1677287,81623,FCC/DC/CCC,"[39.404666999999996, -107.21503600000001]"
1677311,80525,FCC/DC/CCC,"[40.520501, -105.06583300000001]"
1677354,80108,FCC/DC/CCC,"[39.420778999999996, -104.784442]"
1677393,80138,FCC/DC/CCC,"[39.513802, -104.727487]"
1677437,80120,FCC/DC/CCC,"[39.565668, -105.000203]"
1677533,81650,FCC/DC/CCC,"[39.541047999999996, -107.782921]"
1677538,80916,FCC/DC/CCC,"[38.816948, -104.73818]"
1677541,80022,Preschool Facility,"[39.893316, -104.787]"
1677918,80022,FCC/DC/CCC,"[39.890335, -104.838789]"
1678079,80640,School-Age Facility,"[39.89152, -104.87973500000001]"
1678081,81623,FCC/DC/CCC,"[39.395452, -107.09213600000001]"
1678083,80481,School-Age Facility,"[40.091007, -105.52632]"
1678085,80027,FCC/DC/CCC,"[39.957392999999996, -105.17115700000001]"
1678111,80112,FCC/DC/CCC,"[39.594978999999995, -104.86206999999999]"
1678116,80122,Infant/Toddler Facility,"[39.585352, -104.942047]"
1678154,80504,FCC/DC/CCC,"[40.174966, -105.08738999999998]"
1678161,80110,School-Age Facility,"[39.659442999999996, -104.993108]"
1678163,80110,School-Age Facility,"[39.631848, -104.99431899999999]"
1678168,80113,School-Age Facility,"[39.658389, -104.971954]"
1678172,80113,School-Age Facility,"[39.633765000000004, -104.986042]"
1678759,80249,FCC/DC/CCC,"[39.778872, -104.75605]"
1678781,80134,FCC/DC/CCC,"[39.563381, -104.800318]"
1678891,80222,School-Age Facility,"[39.663682, -104.916797]"
1679384,80219,FCC/DC/CCC,"[39.689636, -105.02723799999998]"
1679615,80241,Preschool Facility,"[39.936505, -104.972174]"
1679754,80234,Preschool Facility,"[39.890557, -105.004269]"
1679805,80212,FCC/DC/CCC,"[39.76877, -105.056374]"
1679898,80111,FCC/DC/CCC,"[39.598841, -104.84740500000001]"
1679946,80031,School-Age Facility,"[39.869405, -105.028457]"
1680042,80221,School-Age Facility,"[39.843624, -105.00128500000001]"
